id;ranking_genero;titulo;precio;editorial;genero;idioma;numero_paginas;encuadernacion;fecha_lanzamiento;año_de_edicion;img_portada;autor_id
135;ne35;HISTORIA DE O (3ª ED.);14,00;Tusquets Editores S.A.;Novela erótica;Castellano;208;Tapa blanda;01/09/1983;1983;https://imagessl9.casadellibro.com/a/l/s7/79/9788472233379.webp;89
136;ne36;LAS EDADES DE LULU;16,00;Tusquets Editores S.A.;Novela erótica;Castellano;288;Tapa blanda;01/09/2004;2004;https://imagessl4.casadellibro.com/a/l/s7/24/9788483102824.webp;87
137;ne37;44 CAPÍTULOS SOBRE 4 HOMBRES;19,50;Espasa;Novela erótica;Castellano;368;Tapa blanda;27/01/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/76/9788467061376.webp;90
138;ne38;"365 DIAS MAS (""TRILOGÍA 365 DÍAS"" 3)";21,90;Grijalbo;Novela erótica;Castellano;432;Tapa blanda;10/06/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/26/9788425360626.webp;91
139;ne39;CUERPOS;20,90;B;Novela erótica;Castellano;352;Tapa blanda;07/10/2021;2021;https://imagessl0.casadellibro.com/a/l/s7/00/9788466669900.webp;81
140;ne40;LAS ONCE MIL VERGAS;12,00;Laertes Editorial, S.L.;Novela erótica;Castellano;156;Tapa blanda;09/03/2021;2021;https://imagessl3.casadellibro.com/a/l/s7/93/9788418292293.webp;92
141;ne41;ETERNA TENTACION (TRILOGIA TENTACION 1);18,90;Grijalbo;Novela erótica;Castellano;384;Tapa blanda;12/05/2022;2022;https://imagessl4.casadellibro.com/a/l/s7/54/9788425360954.webp;93
142;ne42;SEXE FORA DE NORMA (PRESSECS);18,00;Rayo Verde Editorial, S.L.;Novela erótica;Catalán;208;Tapa blanda;07/03/2022;2022;https://imagessl5.casadellibro.com/a/l/s7/25/9788417925925.webp;94
143;ne43;LA CASA DE LOS BUDAS DICHOSOS;14,00;Tusquets Editores S.A.;Novela erótica;Castellano;168;Tapa blanda;01/05/2000;2000;https://imagessl7.casadellibro.com/a/l/s7/77/9788483106877.webp;95
144;ne44;(H)AMOR 5: HUMEDO;14,96;Continta Me Tienes (Errementari S.l.);Novela erótica;Castellano;208;Tapa blanda;01/10/2020;2020;https://imagessl7.casadellibro.com/a/l/s7/97/9788412087697.webp;94
145;ne45;FANNY HILL: MEMORIAS DE UNA MUJER GALANTE;17,00;Ediciones Akal;Novela erótica;Castellano;288;Tapa blanda;25/09/2017;2017;https://imagessl0.casadellibro.com/a/l/s7/40/9788446044840.webp;96
146;ne46;ME GUSTAN SUS CUERNOS;10,00;Tusquets Editores S.A.;Novela erótica;Castellano;160;Tapa blanda;01/04/1995;1995;https://imagessl7.casadellibro.com/a/l/s7/17/9788472238817.webp;97
147;ne47;UNA CASA EN SANTORINI;18,90;Vergara;Novela erótica;Castellano;320;Tapa blanda;10/09/2020;2020;https://imagessl3.casadellibro.com/a/l/s7/03/9788418045103.webp;98
148;ne48;PERDIDA EN TI (ERES MI ADICCION II);15,00;Suma;Novela erótica;Castellano;560;Tapa blanda;15/10/2014;2014;https://imagessl7.casadellibro.com/a/l/s7/77/9788483657577.webp;99
149;ne49;"TRILOGÍA AVALON (INCLUYE: DESTINADA A GOZAR; DESTINADA A SENTIR; DESTINADA A VOLAR)";24,90;La Esfera de los Libros, S.L.;Novela erótica;Castellano;3;Tapa blanda;15/10/2013;2013;https://imagessl0.casadellibro.com/a/l/s7/90/9788499709390.webp;100
150;ne50;ALGUIEN COMO YO: MI ELECCION 3;21,90;Suma;Novela erótica;Castellano;416;Tapa blanda;12/03/2015;2015;https://imagessl5.casadellibro.com/a/l/s7/45/9788483657645.webp;84
151;ne51;SEXE FORA DE NORMA (GELATS);19,90;Rayo Verde Editorial, S.L.;Novela erótica;Catalán;192;Tapa blanda;13/03/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/25/9788419206725.webp;94
152;ne52;SEXO FORA DE NORMA (HELADOS);19,90;Rayo Verde Editorial, S.L.;Novela erótica;Castellano;192;Tapa blanda;13/03/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/18/9788419206718.webp;94
153;ne53;EDICION ESPECIAL DECIMO ANIVERSARIO PIDEME LO QUE QUIERAS;19,90;Esencia;Novela erótica;Castellano;464;Tapa dura;09/11/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/86/9788408264286.webp;79
154;ne54;LA LISTA;5,95;Alianza Editorial;Novela erótica;Castellano;480;Tapa blanda bolsillo;05/06/2014;2014;https://imagessl7.casadellibro.com/a/l/s7/97/9788420688497.webp;101
155;ne55;MANHATTAN EXCITING LOVE;12,90;Esencia;Novela erótica;Castellano;352;Tapa blanda;09/01/2018;2018;https://imagessl8.casadellibro.com/a/l/s7/38/9788408179238.webp;88
157;ne57;HISTORIA DEL OJO;12,00;Tusquets Editores S.A.;Novela erótica;Castellano;152;Tapa blanda;01/12/1978;1978;https://imagessl2.casadellibro.com/a/l/s7/02/9788472233102.webp;103
158;ne58;LO QUE NO SABIA DE MI;18,90;B;Novela erótica;Castellano;360;Tapa blanda;28/06/2017;2017;https://imagessl5.casadellibro.com/a/l/s7/05/9788466661805.webp;98
159;ne59;EL AMA: MEMORIAS DE UNA DOMINADORA (2ª ED.);15,00;Tusquets Editores S.A.;Novela erótica;Castellano;224;Tapa blanda;01/07/1996;1996;https://imagessl2.casadellibro.com/a/l/s7/72/9788472237872.webp;104
160;ne60;MANHATTAN SEXY LOVE;12,90;Esencia;Novela erótica;Castellano;480;Tapa blanda;04/09/2018;2018;https://imagessl3.casadellibro.com/a/l/s7/73/9788408193173.webp;88
161;ne61;FANNY HILL: MEMORIAS DE UNA MUJER GALANTE;17,00;Ediciones Akal;Novela erótica;Castellano;288;Tapa blanda;25/09/2017;2017;https://imagessl0.casadellibro.com/a/l/s7/40/9788446044840.webp;96
162;ne62;ME GUSTAN SUS CUERNOS;10,00;Tusquets Editores S.A.;Novela erótica;Castellano;160;Tapa blanda;01/04/1995;1995;https://imagessl7.casadellibro.com/a/l/s7/17/9788472238817.webp;97
163;ne63;UNA CASA EN SANTORINI;18,90;Vergara;Novela erótica;Castellano;320;Tapa blanda;10/09/2020;2020;https://imagessl3.casadellibro.com/a/l/s7/03/9788418045103.webp;98
164;ne64;GREY;22,90;Grijalbo;Novela erótica;Castellano;648;Tapa blanda;16/07/2015;2015;https://imagessl5.casadellibro.com/a/l/s7/15/9788425393815.webp;82
165;ne65;PERDIDA EN TI (ERES MI ADICCION II);15,00;Suma;Novela erótica;Castellano;560;Tapa blanda;15/10/2014;2014;https://imagessl7.casadellibro.com/a/l/s7/77/9788483657577.webp;99
166;ne66;EL LUMINOSO REGALO;18,90;Alfaguara;Novela erótica;Castellano;400;Tapa blanda;05/03/2013;2013;https://imagessl7.casadellibro.com/a/l/s7/57/9788420414157.webp;105
167;ne67;ALGUIEN COMO TU (MI ELECCIÓN 2);21,90;Suma;Novela erótica;Castellano;440;Tapa blanda;26/02/2015;2015;https://imagessl1.casadellibro.com/a/l/s7/21/9788483657621.webp;84
168;ne68;EMMANUELLE 1. LA LECCION DEL HOMBRE;12,00;Tusquets Editores S.A.;Novela erótica;Castellano;264;Tapa blanda;10/09/2013;2013;https://imagessl9.casadellibro.com/a/l/s7/29/9788483837429.webp;106
169;ne69;ALGUIEN COMO YO: MI ELECCION 3;21,90;Suma;Novela erótica;Castellano;416;Tapa blanda;12/03/2015;2015;https://imagessl5.casadellibro.com/a/l/s7/45/9788483657645.webp;84
173;ne73;MORIR ES COMO UN CUENTO;19,97;Vitruvio;Novela erótica;Castellano;342;Geltex;01/10/2019;2019;https://imagessl9.casadellibro.com/a/l/s7/89/9788412104189.webp;108
179;ne79;CONTENTAR AL DEMONIO;18,27;Nova Casa Editorial;Novela erótica;Castellano;720;Tapa blanda;01/06/2020;2020;https://imagessl0.casadellibro.com/a/l/s7/90/9788417589790.webp;109
180;ne80;DÉJATE LLEVAR;190,00;Circulo Rojo;Novela erótica;Castellano;486;Tapa blanda;23/04/2020;2020;https://imagessl6.casadellibro.com/a/l/s7/86/9788413632186.webp;110
184;ne84;SEXPEDIDA DE SOLTERA;19,00;La Esfera de los Libros;Novela erótica;Castellano;304;Tapa blanda;07/06/2011;2011;https://imagessl3.casadellibro.com/a/l/s7/63/9788499700663.webp;111
188;ne88;23 PENUMBRAS DEL DESEO;5,99;Robinbook;Novela erótica;Castellano;198;Tapa blanda;08/11/2012;2012;https://imagessl5.casadellibro.com/a/l/s7/65/9788499172965.webp;94
189;ne89;LAS CANCIONES DE BILITIS / MANUAL DE CIVISMO;3,67;Brontes;Novela erótica;Castellano;124;Tapa blanda;13/08/2013;2013;https://imagessl1.casadellibro.com/a/l/s7/81/9788415605881.webp;113
190;ne90;80 MELODIAS PASION AMARILLO;7,10;Maeva;Novela erótica;Castellano;336;Tapa blanda;31/01/2013;2013;https://imagessl7.casadellibro.com/a/l/s7/07/9788415532507.webp;114
191;ne91;NI JUNIO EN PARIS;15,00;Ediciones Akal;Novela erótica;Castellano;320;Tapa blanda;11/03/2013;2013;https://imagessl4.casadellibro.com/a/l/s7/14/9788446031314.webp;115
192;ne92;BETSABELINA ANANSE DOCORDO;190,00;Diego Pun Ediciones;Novela erótica;Castellano;34;Tapa blanda;01/08/2012;2012;https://imagessl8.casadellibro.com/a/l/s7/08/9788493936808.webp;116
193;ne93;OCHENTA MELODIAS DE PASION EN ROJO;7,00;Maeva;Novela erótica;Castellano;336;Tapa blanda;10/04/2013;2013;https://imagessl1.casadellibro.com/a/l/s7/21/9788415532521.webp;114
194;ne94;L AMOR TAMBE MATA;13,90;Viena;Novela erótica;Catalán;120;Tapa blanda;19/02/2015;2015;https://imagessl1.casadellibro.com/a/l/s7/71/9788483308271.webp;117
196;ne96;SEXISTENCIALISMO;3,72;Sesudos;Novela erótica;Castellano;352;Tapa blanda;23/01/2015;2015;https://imagessl5.casadellibro.com/a/l/s7/05/9788494285905.webp;118
197;ne97;INCONDICIONAL RICK;190,00;Eride Ediciones;Novela erótica;Castellano;716;Tapa blanda;15/01/2015;2014;https://imagessl6.casadellibro.com/a/l/s7/06/9788416085606.webp;119
199;ne99;MI QUERIDO ZAR;24,95;Grijalbo;Novela erótica;Castellano;512;Tapa blanda;04/09/2014;2014;https://imagessl5.casadellibro.com/a/l/s7/15/9788425352515.webp;120
201;nr1;NUESTRO LARGO ADIÓS;20,90;Esencia;Novela romántica;Castellano;488;Tapa blanda;02/07/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/35/9788408305835.webp;79
202;nr2;BUSCANDO ESPOSA (BRIDGERTON 8) (EDICIÓN ESPECIAL);21,00;Titania;Novela romántica;Castellano;384;Tapa dura;08/07/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/59/9788419131959.webp;121
203;nr3;PECADOS 4. REY DE LA DESIDIA. EDICIÓN ESPECIAL;23,95;Crossbooks;Novela romántica;Castellano;544;Tapa dura;25/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/29/9788408304029.webp;122
204;nr4;RECKLESS: SIN MIEDO (EDICIÓN ESPECIAL LIMITADA);23,95;Contraluz Editorial;Novela romántica;Castellano;456;Tapa dura;11/09/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/71/9788419822871.webp;123
205;nr5;CUANDO DESPIERTEN LAS FLORES;19,95;Crossbooks;Novela romántica;Castellano;416;Tapa blanda;28/05/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/55/9788408302155.webp;124
206;nr6;SI ES PERFECTO, NO ES AMOR;21,90;Grijalbo;Novela romántica;Castellano;480;Tapa blanda;12/06/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/41/9788425370441.webp;125
207;nr7;ANATEMA (EL BOSQUE VORAZ 1);24,90;Plaza & Janes;Novela romántica;Castellano;680;Tapa dura;10/09/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/80/9788401038280.webp;126
208;nr8;EL DUQUE Y YO (BRIDGERTON 1) (ED. ESPECIAL);19,95;Titania;Novela romántica;Castellano;352;Tapa dura;04/06/2024;2024;https://imagessl3.casadellibro.com/a/l/s7/83/9788419131683.webp;121
209;nr9;EL IRRESISTIBLE ENCANTO DE TU PEOR ENEMIGO;23,90;Plaza & Janes;Novela romántica;Castellano;408;Tapa dura;10/07/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/46/9788401036446.webp;127
210;nr10;POR UN BESO (BRIDGERTON 7) (EDICIÓN ESPECIAL);21,00;Titania;Novela romántica;Castellano;352;Tapa dura;06/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/42/9788419131942.webp;121
211;nr11;PECADOS 4. REY DE LA DESIDIA;19,95;Crossbooks;Novela romántica;Castellano;544;Tapa blanda;25/06/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/92/9788408303992.webp;122
212;nr12;UN AMOR DE VERANO COMPLICADO;19,95;Contraluz Editorial;Novela romántica;Castellano;512;Tapa blanda;10/07/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/32/9788419822932.webp;128
213;nr13;PACK CDL CREDENCE + POST-ITS;19,95;Planeta;Novela romántica;Castellano;576;Tapa blanda;11/06/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/54/8432715183754.webp;129
214;nr14;CREDENCE;19,95;Crossbooks;Novela romántica;Castellano;576;Tapa blanda;11/06/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/66/9788408304166.webp;129
215;nr15;TE ENCONTRÉ EN BISÁU;16,90;Esencia;Novela romántica;Castellano;352;Tapa blanda;18/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/49/9788408305149.webp;130
216;nr16;LA TEORÍA DEL AMOR (EDICIÓN ESPECIAL);23,95;Contraluz Editorial;Novela romántica;Castellano;480;Tapa blanda;28/08/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/70/9788419822970.webp;128
217;nr17;BOSS;22,95;Montena;Novela romántica;Castellano;624;Tapa blanda;02/10/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/07/9788419848307.webp;77
218;nr18;PECADOS 5. REY DE LA ENVIDIA. EDICIÓN ESPECIAL;23,95;Crossbooks;Novela romántica;Castellano;648;Tapa dura;08/10/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/45/9788408308645.webp;122
220;nr20;CAÍDA LIBRE;19,50;Contraluz Editorial;Novela romántica;Castellano;628;Tapa blanda;13/03/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/43/9788419822543.webp;128
221;nr21;EL VIZCONDE QUE ME AMÓ (ED. ESPECIAL);21,00;Titania;Novela romántica;Castellano;384;Tapa dura;17/09/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/29/9788419131829.webp;121
222;nr22;EL VENCEDOR (DARK VERSE 4);20,90;B;Novela romántica;Castellano;304;Tapa blanda;17/07/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/40/9788466681940.webp;80
223;nr23;DONDE NO PUEDAS ENCONTRARME;16,90;Esencia;Novela romántica;Castellano;456;Tapa blanda;08/05/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/16/9788408287216.webp;132
224;nr24;A OSCURAS (ADENTRATE EN LA OSCURIDAD 1);21,90;B;Novela romántica;Castellano;480;Tapa blanda;20/03/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/16/9788466680516.webp;133
225;nr25;ENIGMA;23,90;B;Novela romántica;Castellano;496;Tapa dura;18/09/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/26/9788466681926.webp;80
226;nr26;PECADOS 2. REY DE LA SOBERBIA. EDICIÓN ESPECIAL;23,95;Crossbooks;Novela romántica;Castellano;464;Tapa dura;02/10/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/61/9788408292661.webp;122
227;nr27;LA LOCURA MÁS ARDIENTE;18,95;Crossbooks;Novela romántica;Castellano;416;Tapa blanda;08/05/2024;2024;https://imagessl0.casadellibro.com/a/l/s7/20/9788408287520.webp;74
228;nr28;DE RODILLAS (ADENTRATE EN LA OSCURIDAD 2);21,90;B;Novela romántica;Castellano;416;Tapa blanda;04/09/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/77/9788466681377.webp;133
229;nr29;ZARCO (CLAN Z. 1);15,90;Magazzini Salani;Novela romántica;Castellano;320;Tapa dura;02/06/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/77/9791259575777.webp;134
230;nr30;TE DOY MI CORAZÓN (BRIDGERTON 3) (ED. ESPECIAL);21,00;Titania;Novela romántica;Castellano;384;Tapa dura;12/11/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/12/9788419131812.webp;121
231;nr31;EL REY DE NUNCA JAMÁS;15,90;Siren Books;Novela romántica;Castellano;198;Tapa blanda;09/06/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/37/9791399027037.webp;135
232;nr32;MAÑANA SERÁ MÁS BONITO;16,90;Esencia;Novela romántica;Castellano;384;Tapa blanda;04/06/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/01/9788408305101.webp;136
233;nr33;SEDUCIENDO A MR. BRIDGERTON (BRIDGERTON 4) (ED.ESPECIAL);21,00;Titania;Novela romántica;Castellano;384;Tapa dura;19/11/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/11/9788419131911.webp;121
234;nr34;ALCHEMISED;25,95;Montena;Novela romántica;Castellano;1024;Tapa dura;30/09/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/75/9788410050075.webp;137
235;nr35;EL ARTE DE SER NOSOTROS;18,90;Editorial Planeta;Novela romántica;Castellano;528;Tapa dura;08/02/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/28/9788408267928.webp;138
236;nr36;EL CORAZÓN DE UNA BRIDGERTON (BRIDGERTON 6) (ED. ESPECIAL);21,00;Titania;Novela romántica;Castellano;352;Tapa dura;04/03/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/35/9788419131935.webp;121
237;nr37;LA EMPERATRIZ;22,95;Crossbooks;Novela romántica;Castellano;392;Tapa dura;30/04/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/67/9788408302667.webp;139
238;nr38;A SIR PHILLIP, CON AMOR (BRIDGERTON 5) (ED. ESPECIAL);21,00;Titania;Novela romántica;Castellano;320;Tapa dura;21/01/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/28/9788419131928.webp;121
239;nr39;PECADOS 3. REY DE LA CODICIA. EDICIÓN ESPECIAL;23,95;Crossbooks;Novela romántica;Castellano;364;Tapa dura;05/03/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/07/9788408299707.webp;122
240;nr40;DEATH;20,90;Siren Books;Novela romántica;Castellano;572;Tapa blanda;16/06/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/20/9791399027020.webp;140
241;nr41;TRES MAREAS (SERIE BREAKING WAVES 3);23,00;Inlov;Novela romántica;Castellano;432;Tapa blanda;02/07/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/05/9788410399105.webp;141
242;nr42;FUNERAL EN GREYFRIARS;17,90;La Esfera de los Libros, S.L.;Novela romántica;Castellano;208;Tapa blanda;09/04/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/38/9788410940338.webp;142
243;nr43;LAS GUERRERAS MAXWELL, 10. UNA HERENCIA SALVAJE;19,00;Esencia;Novela romántica;Castellano;632;Tapa blanda;26/02/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/81/9788408298281.webp;79
245;nr45;RECKLESS: SIN MIEDO;19,50;Contraluz Editorial;Novela romántica;Castellano;456;Tapa blanda;11/09/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/57/9788419822857.webp;123
246;nr46;BOUND BY LOVE;17,90;Esencia;Novela romántica;Castellano;568;Tapa blanda;28/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/43/9788408303343.webp;88
247;nr47;SIGUE LLOVIENDO;17,90;Editorial Planeta;Novela romántica;Castellano;208;Tapa dura;03/09/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/76/9788408307976.webp;144
248;nr48;EL OLVIDO MAS DULCE;18,95;Crossbooks;Novela romántica;Castellano;544;Tapa blanda;21/06/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/47/9788408269847.webp;74
250;nr50;PECADOS 1. REY DE LA IRA. EDICIÓN ESPECIAL;23,95;Crossbooks;Novela romántica;Castellano;496;Tapa dura;12/06/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/22/9788408289722.webp;122
251;nr51;LA MAGIA DE LAS CASUALIDADES IMPOSIBLES;19,95;Crossbooks;Novela romántica;Castellano;432;Tapa blanda;16/10/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/52/9788408293552.webp;146
252;nr52;CROSSED (NUNCA JAMÁS 5);20,95;Montena;Novela romántica;Castellano;432;Tapa blanda;10/07/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/27/9788410396227.webp;147
253;nr53;PARA SIEMPRE ES MUCHO TIEMPO;20,90;Ediciones Temas de Hoy;Novela romántica;Castellano;256;Tapa blanda;05/03/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/19/9788410293519.webp;148
254;nr54;HOOKED: UNA HISTORIA DE NUNCA JAMAS.;20,95;Montena;Novela romántica;Castellano;384;Tapa blanda;15/06/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/38/9788419501738.webp;147
255;nr55;POWERLESS: SIN CONTROL;18,95;Contraluz Editorial;Novela romántica;Castellano;456;Tapa blanda;08/05/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/03/9788419822703.webp;123
257;nr57;DIOSES DEL JUEGO 1. THE STRIKER;19,95;Crossbooks;Novela romántica;Castellano;656;Tapa blanda;29/01/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/40/9788408297840.webp;122
258;nr58;FLAWLESS: SIN REGLAS;19,50;Contraluz Editorial;Novela romántica;Castellano;408;Tapa blanda;17/10/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/21/9788419822321.webp;123
259;nr59;HEARTLESS: SIN LÍMITES;18,50;Contraluz Editorial;Novela romántica;Castellano;432;Tapa blanda;13/02/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/75/9788419822475.webp;123
260;nr60;NOVIA;19,95;Faeris Editorial;Novela romántica;Castellano;432;Tapa blanda;14/03/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/26/9788419988126.webp;128
261;nr61;PECADOS 2. REY DE LA SOBERBIA;19,95;Crossbooks;Novela romántica;Castellano;464;Tapa blanda;02/10/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/76/9788408293576.webp;122
262;nr62;ESPÍRITU SALVAJE;23,00;Titania;Novela romántica;Castellano;416;Tapa dura;08/04/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/23/9788410391123.webp;150
263;nr63;EL FARO DE LOS AMORES DORMIDOS;17,95;Crossbooks;Novela romántica;Castellano;496;Tapa blanda;06/07/2022;2022;https://imagessl0.casadellibro.com/a/l/s7/30/9788408254430.webp;124
264;nr64;PECADOS 3. REY DE LA CODICIA;19,95;Crossbooks;Novela romántica;Castellano;364;Tapa blanda;05/03/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/16/9788408299516.webp;122
265;nr65;UN ERROR A MEDIDA;5,95;Esencia;Novela romántica;Castellano;288;Tapa blanda;18/01/2023;2023;https://imagessl6.casadellibro.com/a/l/s7/26/9788408266426.webp;151
266;nr66;MARCADO A FUEGO (EL RANCHO WELLS 1);21,90;Grijalbo;Novela romántica;Castellano;352;Tapa blanda;26/06/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/73/9788425370373.webp;152
267;nr67;SCYTHE & SPARROW;18,50;Contraluz Editorial (Anaya);Novela romántica;Castellano;456;Tapa blanda;02/10/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/87/9788419822987.webp;153
268;nr68;ROMPER EL HIELO (MAPLE HILLS 1);19,90;B;Novela romántica;Castellano;464;Tapa blanda;28/09/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/78/9788466674478.webp;154
269;nr69;SALTAN CHISPAS (MAPLE HILLS 2);19,90;B;Novela romántica;Castellano;400;Tapa blanda;04/04/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/22/9788466676922.webp;154
270;nr70;ESPECIAL THE STRIKER DIOSES JUEGO 1;23,95;Crossbooks;Novela romántica;Castellano;656;Tapa dura;29/01/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/57/9788408297857.webp;122
271;nr71;LA SOLEDAD DE UN CIELO SIN ESTRELLAS;19,95;Crossbooks;Novela romántica;Castellano;448;Tapa blanda;22/01/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/64/9788408297864.webp;155
272;nr72;DIOSES ARDIENTES (RADIANT SIN);18,90;Ediciones Martínez Roca;Novela romántica;Castellano;416;Tapa blanda;02/07/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/88/9788427054288.webp;156
273;nr73;LA CASA NEVILLE. NO QUIERAS NADA VIL;19,90;Esencia;Novela romántica;Castellano;608;Tapa blanda;21/05/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/36/9788408303336.webp;157
274;nr74;TUS LUCES Y MIS SOMBRAS;22,90;Grijalbo;Novela romántica;Castellano;592;Tapa blanda;26/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/89/9788425370489.webp;158
275;nr75;EL ESPEJO (LA MALDICIÓN DE LAS SIETE NOVIAS 2);22,90;Suma;Novela romántica;Castellano;504;Tapa blanda;24/07/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/32/9788410257832.webp;159
276;nr76;EN LAS NUBES (MAPLE HILLS 3);19,90;B;Novela romántica;Castellano;464;Tapa blanda;24/10/2024;2024;https://imagessl0.casadellibro.com/a/l/s7/50/9788466679350.webp;154
277;nr77;POWERLESS: SIN CONTROL (EDICIÓN ESPECIAL LIMITADA);22,75;Contraluz Editorial;Novela romántica;Castellano;456;Tapa blanda;08/05/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/27/9788419822727.webp;123
278;nr78;UNSTEADY;20,90;Rba Libros;Novela romántica;Castellano;480;Tapa blanda;07/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/08/9788411329408.webp;160
279;nr79;BUTCHER & BLACKBIRD;18,95;Contraluz Editorial;Novela romántica;Castellano;376;Tapa blanda;11/04/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/48/9788419822048.webp;153
280;nr80;UN MILLÓN DE BESOS PARA TI;18,95;Crossbooks;Novela romántica;Castellano;464;Tapa blanda;13/11/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/69/9788408293569.webp;161
282;nr82;TWISTED (NUNCA JAMÁS 4);20,95;Montena;Novela romántica;Castellano;432;Tapa blanda;23/01/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/38/9788410050938.webp;147
283;nr83;LA CASA NEVILLE. LA FORMIDABLE SEÑORITA MANON;18,90;Esencia;Novela romántica;Castellano;632;Tapa blanda;22/05/2024;2024;https://imagessl3.casadellibro.com/a/l/s7/23/9788408287223.webp;157
284;nr84;MI ALMA DE BRUJA (EDICIÓN ESPECIAL LIMITADA);22,90;Siren Books;Novela romántica;Castellano;504;Tapa blanda;22/09/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/defecto3.webp;162
285;nr85;MALDITAS MARIPOSAS;5,95;Esencia;Novela romántica;Castellano;432;Tapa blanda;03/05/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/47/9788408271147.webp;163
286;nr86;PECADOS 1. REY DE LA IRA;19,95;Crossbooks;Novela romántica;Castellano;496;Tapa blanda;12/06/2024;2024;https://imagessl5.casadellibro.com/a/l/s7/25/9788408288725.webp;122
