customer_id;gender;age_group
1726;M;60+
1727;M;40-59
1728;F;60+
1729;M;60+
1730;M;20-39
1731;F;20-39
1732;M;60+
1733;F;60+
1734;M;60+
1735;F;40-59
1736;F;20-39
1737;F;60+
1738;M;60+
1739;F;40-59
1740;F;60+
1741;M;20-39
1742;M;60+
1743;M;<20
1744;F;60+
1745;F;<20
1746;F;20-39
1747;F;<20
1748;F;20-39
1749;M;20-39
1750;M;60+
1751;F;20-39
1752;M;60+
1753;F;20-39
1754;F;<20
1755;M;40-59
1756;F;40-59
1757;M;20-39
1758;F;40-59
1759;F;60+
1760;F;40-59
1761;M;60+
1762;M;40-59
1763;M;40-59
1764;M;20-39
1765;M;<20
1766;M;20-39
1767;F;40-59
1768;M;40-59
1769;M;20-39
1770;F;40-59
1771;F;20-39
1772;F;20-39
1773;F;60+
1774;F;20-39
1775;F;20-39
1776;F;20-39
1777;F;20-39
1778;M;40-59
1779;M;60+
1780;M;40-59
1781;M;40-59
1782;F;20-39
1783;M;20-39
1784;M;20-39
1785;M;<20
1786;F;60+
1787;M;20-39
1788;F;20-39
1789;F;<20
1790;M;40-59
1791;F;20-39
1792;M;20-39
1793;M;60+
1794;F;20-39
1795;F;60+
1796;M;20-39
1797;F;40-59
1798;M;60+
1799;F;20-39
1800;F;40-59
1801;F;20-39
1802;F;40-59
1803;M;60+
1804;F;40-59
1805;F;60+
1806;F;40-59
1807;M;40-59
1808;M;20-39
1809;M;40-59
1810;M;60+
1811;M;40-59
1812;M;20-39
1813;F;20-39
1814;M;40-59
1815;F;60+
1816;F;<20
1817;F;<20
1818;M;20-39
1819;F;<20
1820;F;60+
1821;F;20-39
1822;M;20-39
1823;F;20-39
1824;F;20-39
1825;F;60+
1826;M;20-39
1827;F;<20
1828;M;20-39
1829;F;60+
1830;M;60+
1831;M;20-39
1832;F;40-59
1833;M;<20
1834;M;40-59
1835;M;<20
1836;M;40-59
1837;M;60+
1838;M;20-39
1839;F;20-39
1840;F;<20
1841;M;20-39
1842;F;<20
1843;M;20-39
1844;F;60+
1845;M;<20
1846;F;60+
1847;M;<20
1848;F;20-39
1849;M;20-39
1850;F;60+
1851;M;20-39
1852;F;20-39
1853;F;40-59
1854;F;40-59
1855;F;40-59
1856;F;<20
1857;M;20-39
1858;M;40-59
1859;M;40-59
1860;M;40-59
1861;F;20-39
1862;F;20-39
1863;F;60+
1864;F;40-59
1865;F;<20
1866;F;60+
1867;F;40-59
1868;M;20-39
1869;F;20-39
1870;F;40-59
1871;M;20-39
1872;M;40-59
1873;F;40-59
1874;F;20-39
1875;F;60+
1876;F;20-39
1877;M;20-39
1878;M;40-59
1879;F;40-59
1880;F;20-39
1881;F;40-59
1882;F;60+
1883;M;40-59
1884;F;40-59
1885;M;20-39
1886;M;20-39
1887;M;20-39
1888;M;<20
1889;F;40-59
1890;M;20-39
1891;M;20-39
1892;F;20-39
1893;F;20-39
1894;M;20-39
1895;M;40-59
1896;M;40-59
1897;F;20-39
1898;M;20-39
1899;M;40-59
1900;M;<20
1901;F;20-39
1902;M;20-39
1903;F;40-59
1904;M;60+
1905;F;40-59
1906;M;60+
1907;M;60+
1908;M;20-39
1909;F;20-39
1910;F;20-39
1911;M;20-39
1912;M;20-39
1913;F;20-39
1914;F;20-39
1915;M;20-39
1916;M;40-59
1917;F;40-59
1918;F;60+
1919;F;20-39
1920;F;20-39
1921;M;60+
1922;M;40-59
1923;M;40-59
1924;M;20-39
1925;M;<20
1926;M;60+
1927;M;40-59
1928;F;40-59
1929;M;20-39
1930;M;20-39
1931;F;20-39
1932;F;40-59
1933;F;20-39
1934;F;<20
1935;F;20-39
1936;M;60+
1937;M;20-39
1938;F;20-39
1939;M;40-59
1940;M;40-59
1941;M;40-59
1942;M;60+
1943;M;<20
1944;M;60+
1945;F;60+
1946;F;20-39
1947;M;40-59
1948;F;20-39
1949;M;20-39
1950;F;20-39
1951;F;<20
1952;M;60+
1953;F;20-39
1954;F;40-59
1955;F;20-39
1956;F;20-39
1957;F;20-39
1958;M;20-39
1959;F;40-59
1960;F;60+
1961;F;20-39
1962;M;60+
1963;F;40-59
1964;M;40-59
1965;F;20-39
1966;M;<20
1967;F;60+
1968;F;40-59
1969;M;20-39
1970;F;40-59
1971;M;20-39
1972;F;40-59
1973;F;20-39
1974;M;60+
1975;M;20-39
1976;M;<20
1977;M;40-59
1978;F;<20
1979;F;60+
1980;M;40-59
1981;F;20-39
1982;M;20-39
1983;F;60+
1984;M;40-59
1985;F;60+
1986;F;<20
1987;M;60+
1988;F;20-39
1989;F;40-59
1990;M;20-39
1991;M;<20
1992;F;60+
1993;M;60+
1994;M;20-39
1995;M;60+
1996;F;20-39
1997;M;<20
1998;M;<20
1999;F;20-39
2000;F;<20
2001;F;20-39
2002;M;<20
2003;F;40-59
2004;F;40-59
2005;M;40-59
2006;F;20-39
2007;M;40-59
2008;M;20-39
2009;M;40-59
2010;F;40-59
2011;M;20-39
2012;M;<20
2013;M;40-59
2014;M;60+
2015;M;40-59
2016;F;60+
2017;M;60+
2018;M;20-39
2019;F;40-59
2020;M;20-39
2021;F;20-39
2022;M;<20
2023;M;60+
2024;M;40-59
2025;M;20-39
2026;M;20-39
2027;F;20-39
2028;M;40-59
2029;F;60+
2030;F;20-39
2031;M;20-39
2032;F;40-59
2033;M;20-39
2034;M;20-39
2035;M;<20
2036;F;20-39
2037;F;20-39
2038;M;60+
2039;F;20-39
2040;F;20-39
2041;M;40-59
2042;F;60+
2043;F;20-39
2044;F;<20
2045;F;40-59
2046;M;20-39
2047;M;40-59
2048;F;20-39
2049;M;<20
2050;M;20-39
2051;F;40-59
2052;M;20-39
2053;M;20-39
2054;F;20-39
2055;M;40-59
2056;M;<20
2057;F;40-59
2058;M;40-59
2059;M;20-39
2060;M;60+
2061;F;60+
2062;M;20-39
2063;F;<20
2064;M;20-39
2065;M;20-39
2066;F;20-39
2067;F;60+
2068;F;60+
2069;M;20-39
2070;F;20-39
2071;F;<20
2072;M;20-39
2073;M;<20
2074;F;60+
2075;M;60+
2076;F;20-39
2077;F;40-59
2078;M;40-59
2079;M;40-59
2080;M;20-39
2081;M;20-39
2082;M;40-59
2083;F;<20
2084;M;40-59
2085;F;20-39
2086;M;40-59
2087;M;40-59
2088;M;<20
2089;F;20-39
2090;M;40-59
2091;M;<20
2092;F;40-59
2093;F;40-59
2094;M;20-39
2095;F;40-59
2096;M;20-39
2097;M;40-59
2098;M;<20
2099;M;<20
2100;M;<20
2101;F;60+
2102;M;60+
2103;F;40-59
2104;F;20-39
2105;F;20-39
2106;F;40-59
2107;F;40-59
2108;F;<20
2109;M;60+
2110;M;<20
2111;F;20-39
2112;F;60+
2113;M;20-39
2114;F;20-39
2115;M;20-39
2116;F;60+
2117;M;<20
2118;M;40-59
2119;M;20-39
2120;M;<20
2121;M;20-39
2122;M;20-39
2123;M;20-39
2124;M;20-39
2125;M;40-59
2126;M;40-59
2127;M;40-59
2128;M;40-59
2129;M;20-39
2130;M;20-39
2131;M;20-39
2132;F;40-59
2133;F;<20
2134;F;20-39
2135;F;20-39
2136;F;20-39
2137;M;60+
2138;F;40-59
2139;F;20-39
2140;F;40-59
2141;F;40-59
2142;M;20-39
2143;F;20-39
2144;F;40-59
2145;M;<20
2146;F;20-39
2147;M;20-39
2148;F;40-59
2149;F;60+
2150;M;40-59
2151;F;20-39
2152;M;20-39
2153;F;40-59
2154;F;40-59
2155;F;60+
2156;F;40-59
2157;M;20-39
2158;M;40-59
2159;M;60+
2160;M;40-59
2161;M;40-59
2162;M;20-39
2163;M;40-59
2164;M;20-39
2165;F;<20
2166;M;40-59
2167;F;60+
2168;M;60+
2169;M;20-39
2170;F;<20
2171;M;20-39
2172;M;60+
2173;F;40-59
2174;M;60+
2175;M;20-39
2176;F;20-39
2177;M;40-59
2178;F;20-39
2179;M;60+
2180;F;40-59
2181;F;<20
2182;F;<20
2183;F;60+
2184;M;40-59
2185;F;40-59
2186;M;40-59
2187;F;20-39
2188;F;40-59
2189;M;60+
2190;F;20-39
2191;M;40-59
2192;F;20-39
2193;F;20-39
2194;M;20-39
2195;F;60+
2196;F;<20
2197;M;20-39
2198;F;40-59
2199;M;<20
2200;F;40-59
2201;M;60+
2202;F;<20
2203;F;<20
2204;M;60+
2205;M;20-39
2206;F;<20
2207;F;60+
2208;M;60+
2209;M;40-59
2210;M;20-39
2211;F;60+
2212;M;40-59
2213;F;40-59
2214;M;60+
2215;F;40-59
2216;M;20-39
2217;M;20-39
2218;F;20-39
2219;F;20-39
2220;M;20-39
2221;M;20-39
2222;M;40-59
2223;M;20-39
2224;M;<20
2225;F;20-39
2226;M;20-39
2227;F;40-59
2228;M;20-39
2229;M;20-39
2230;F;40-59
2231;M;<20
2232;F;20-39
2233;M;40-59
2234;F;20-39
2235;F;40-59
2236;F;40-59
2237;M;60+
2238;M;<20
2239;M;40-59
2240;F;40-59
2241;M;20-39
2242;M;60+
2243;M;20-39
2244;M;60+
2245;M;40-59
2246;M;20-39
2247;M;<20
2248;F;60+
2249;M;20-39
2250;M;<20
2251;F;<20
2252;F;40-59
2253;M;<20
2254;F;40-59
2255;F;40-59
2256;F;20-39
2257;F;40-59
2258;F;20-39
2259;M;60+
2260;M;60+
2261;F;20-39
2262;F;20-39
2263;M;20-39
2264;M;60+
2265;F;20-39
2266;M;20-39
2267;F;60+
2268;F;<20
2269;F;20-39
2270;F;<20
2271;F;40-59
2272;F;20-39
2273;F;60+
2274;F;20-39
2275;F;<20
2276;M;40-59
2277;F;40-59
2278;M;40-59
2279;F;40-59
2280;F;20-39
2281;M;40-59
2282;M;<20
2283;M;20-39
2284;F;60+
2285;M;40-59
2286;M;20-39
2287;F;<20
2288;F;60+
2289;M;<20
2290;M;20-39
2291;F;20-39
2292;F;<20
2293;F;20-39
2294;M;60+
2295;M;20-39
2296;M;20-39
2297;F;40-59
2298;M;20-39
2299;M;40-59
2300;F;40-59
2301;F;40-59
2302;F;40-59
2303;M;40-59
2304;M;40-59
2305;M;40-59
2306;M;<20
2307;F;40-59
2308;M;40-59
2309;F;20-39
2310;F;60+
2311;F;20-39
2312;M;20-39
2313;M;60+
2314;M;20-39
2315;M;20-39
2316;M;20-39
2317;M;60+
2318;F;20-39
2319;F;40-59
2320;F;40-59
2321;M;40-59
2322;M;60+
2323;M;40-59
2324;M;20-39
2325;M;60+
2326;F;20-39
2327;M;<20
2328;M;20-39
2329;F;40-59
2330;F;<20
2331;F;40-59
2332;M;20-39
2333;F;20-39
2334;M;<20
2335;M;60+
2336;F;20-39
2337;F;<20
2338;M;20-39
2339;F;20-39
2340;M;40-59
2341;M;20-39
2342;M;<20
2343;F;60+
2344;M;20-39
2345;F;<20
2346;M;40-59
2347;F;40-59
2348;F;40-59
2349;M;20-39
2350;M;20-39
2351;M;20-39
2352;F;<20
2353;M;20-39
2354;F;60+
2355;M;40-59
2356;F;20-39
2357;M;20-39
2358;F;40-59
2359;F;20-39
2360;M;<20
2361;F;<20
2362;M;40-59
2363;M;40-59
2364;F;<20
2365;F;<20
2366;F;40-59
2367;M;40-59
2368;M;40-59
2369;M;20-39
2370;F;40-59
2371;M;60+
2372;M;40-59
2373;M;20-39
2374;M;40-59
2375;M;20-39
2376;M;<20
2377;F;20-39
2378;F;60+
2379;M;20-39
2380;F;60+
2381;F;20-39
2382;M;20-39
2383;M;<20
2384;M;40-59
2385;M;<20
2386;F;20-39
2387;F;20-39
2388;M;20-39
2389;F;20-39
2390;M;<20
2391;F;20-39
2392;F;60+
2393;M;<20
2394;M;20-39
2395;F;20-39
2396;F;20-39
2397;M;40-59
2398;M;20-39
2399;M;20-39
2400;F;40-59
2401;F;20-39
2402;F;60+
2403;F;60+
2404;F;<20
2405;F;20-39
2406;M;20-39
2407;F;20-39
2408;M;20-39
2409;M;20-39
2410;F;20-39
2411;F;20-39
2412;F;20-39
2413;M;60+
2414;F;60+
2415;M;<20
2416;M;40-59
2417;M;20-39
2418;F;40-59
2419;M;40-59
2420;F;60+
2421;M;<20
2422;M;20-39
2423;F;60+
2424;M;20-39
2425;F;<20
2426;F;40-59
2427;M;40-59
2428;F;40-59
2429;F;40-59
2430;F;40-59
2431;F;<20
2432;F;40-59
2433;F;40-59
2434;M;60+
2435;F;20-39
2436;F;<20
2437;F;40-59
2438;F;20-39
2439;M;<20
2440;F;40-59
2441;F;20-39
2442;M;20-39
2443;M;<20
2444;F;<20
2445;M;40-59
2446;F;20-39
2447;M;<20
2448;M;20-39
2449;F;20-39
2450;F;<20
2451;F;20-39
2452;F;20-39
2453;F;20-39
2454;F;20-39
2455;F;20-39
2456;F;20-39
2457;F;<20
2458;M;<20
2459;M;<20
2460;F;20-39
2461;F;40-59
2462;F;<20
2463;M;40-59
2464;F;40-59
2465;M;<20
2466;F;<20
2467;F;20-39
2468;F;<20
2469;F;20-39
2470;M;<20
2471;M;40-59
2472;F;20-39
2473;F;40-59
2474;F;40-59
2475;M;20-39
2476;M;60+
2477;M;60+
2478;M;20-39
2479;M;<20
2480;F;20-39
2481;F;20-39
2482;M;20-39
2483;M;20-39
2484;M;20-39
2485;F;40-59
2486;M;20-39
2487;F;20-39
2488;F;20-39
2489;M;40-59
2490;F;40-59
2491;F;<20
2492;M;40-59
2493;M;20-39
2494;F;40-59
2495;F;40-59
2496;F;20-39
2497;F;40-59
2498;M;60+
2499;F;40-59
2500;F;20-39
2501;M;40-59
2502;F;20-39
2503;F;40-59
2504;F;40-59
2505;M;<20
2506;M;20-39
2507;F;20-39
2508;F;20-39
2509;F;20-39
2510;F;20-39
2511;M;40-59
2512;M;<20
2513;M;20-39
2514;M;40-59
2515;M;20-39
2516;F;20-39
2517;M;40-59
2518;M;60+
2519;F;40-59
2520;M;<20
2521;M;<20
2522;F;60+
2523;M;40-59
2524;F;40-59
2525;F;40-59
2526;M;20-39
2527;F;20-39
2528;F;40-59
2529;F;60+
2530;F;20-39
2531;F;40-59
2532;F;<20
2533;F;60+
2534;M;20-39
2535;F;40-59
2536;F;20-39
2537;F;40-59
2538;M;40-59
2539;M;20-39
2540;F;40-59
2541;F;60+
2542;M;60+
2543;M;20-39
2544;M;40-59
2545;F;20-39
2546;M;40-59
2547;F;20-39
2548;M;40-59
2549;M;<20
2550;M;20-39
2551;F;20-39
2552;F;20-39
2553;F;<20
2554;F;20-39
2555;M;40-59
2556;F;20-39
2557;M;<20
2558;M;40-59
2559;M;60+
2560;M;60+
2561;F;40-59
2562;F;60+
2563;F;40-59
2564;F;60+
2565;F;60+
2566;M;20-39
2567;M;60+
2568;M;40-59
2569;F;40-59
2570;F;60+
2571;M;20-39
2572;F;20-39
2573;F;40-59
2574;F;40-59
2575;F;60+
2576;F;60+
2577;F;40-59
2578;F;60+
2579;M;20-39
2580;F;60+
2581;M;<20
2582;F;20-39
2583;M;<20
2584;M;40-59
2585;M;20-39
2586;M;<20
2587;M;40-59
2588;M;40-59
2589;M;20-39
2590;M;40-59
2591;F;20-39
2592;F;<20
2593;F;<20
2594;M;40-59
2595;M;40-59
2596;F;40-59
2597;M;40-59
2598;M;40-59
2599;F;40-59
2600;F;60+
2601;M;20-39
2602;F;<20
2603;M;<20
2604;F;40-59
2605;M;20-39
2606;M;20-39
2607;F;60+
2608;M;60+
2609;F;20-39
2610;M;20-39
2611;F;20-39
2612;F;20-39
2613;M;60+
2614;F;40-59
2615;M;<20
2616;M;20-39
2617;M;<20
2618;F;20-39
2619;F;20-39
2620;F;40-59
2621;F;20-39
2622;F;60+
2623;M;<20
2624;F;40-59
2625;F;<20
2626;M;20-39
2627;F;60+
2628;M;40-59
2629;M;20-39
2630;M;20-39
2631;M;40-59
2632;F;60+
2633;F;40-59
2634;F;<20
2635;F;20-39
2636;M;<20
2637;M;<20
2638;M;40-59
2639;F;40-59
2640;M;<20
2641;F;40-59
2642;F;40-59
2643;F;40-59
2644;F;20-39
2645;M;20-39
2646;F;<20
2647;F;20-39
2648;F;20-39
2649;F;20-39
2650;F;20-39
2651;F;20-39
2652;M;60+
2653;F;40-59
2654;F;20-39
2655;M;60+
2656;F;20-39
2657;M;20-39
2658;F;40-59
2659;M;20-39
2660;M;20-39
2661;F;20-39
2662;M;20-39
2663;M;40-59
2664;M;20-39
2665;M;20-39
2666;F;20-39
2667;F;20-39
2668;M;20-39
2669;F;60+
2670;M;40-59
2671;F;20-39
2672;M;40-59
2673;M;<20
2674;M;20-39
2675;F;20-39
2676;F;20-39
2677;M;40-59
2678;F;60+
2679;F;20-39
2680;M;20-39
2681;F;40-59
2682;F;20-39
2683;M;<20
2684;F;60+
2685;M;40-59
2686;F;60+
2687;M;20-39
2688;F;<20
2689;M;20-39
2690;F;60+
2691;F;<20
2692;M;<20
2693;F;<20
2694;F;40-59
2695;F;40-59
2696;M;40-59
2697;F;<20
2698;M;40-59
2699;M;20-39
2700;F;<20
2701;F;20-39
2702;F;20-39
2703;M;20-39
2704;F;60+
2705;F;20-39
2706;M;20-39
2707;F;40-59
2708;M;40-59
2709;M;<20
2710;F;40-59
2711;F;20-39
2712;M;20-39
2713;M;40-59
2714;M;20-39
2715;F;20-39
2716;M;20-39
2717;F;20-39
2718;F;20-39
2719;M;60+
2720;F;20-39
2721;F;60+
2722;F;20-39
2723;M;40-59
2724;M;<20
2725;M;20-39
2726;F;<20
2727;F;<20
2728;M;60+
2729;M;40-59
2730;F;40-59
2731;M;20-39
2732;M;40-59
2733;F;40-59
2734;M;40-59
2735;M;40-59
2736;M;40-59
2737;M;20-39
2738;F;60+
2739;F;<20
2740;F;20-39
2741;M;60+
2742;F;20-39
2743;M;<20
2744;F;20-39
2745;M;20-39
2746;F;60+
2747;M;40-59
2748;M;20-39
2749;F;60+
2750;M;40-59
2751;M;60+
2752;F;20-39
2753;F;20-39
2754;M;<20
2755;F;<20
2756;F;40-59
2757;F;<20
2758;F;20-39
2759;F;40-59
2760;F;<20
2761;F;20-39
2762;F;40-59
2763;M;60+
2764;M;20-39
2765;M;60+
2766;F;60+
2767;M;40-59
2768;F;20-39
2769;F;40-59
2770;F;40-59
2771;M;20-39
2772;F;60+
2773;F;60+
2774;M;20-39
2775;F;40-59
2776;M;20-39
2777;F;40-59
2778;F;40-59
2779;M;<20
2780;M;<20
2781;M;20-39
2782;M;60+
2783;F;20-39
2784;M;60+
2785;M;20-39
2786;F;20-39
2787;F;60+
2788;F;20-39
2789;F;20-39
2790;M;<20
2791;F;<20
2792;M;<20
2793;F;20-39
2794;F;40-59
2795;F;20-39
2796;F;<20
2797;F;20-39
2798;M;20-39
2799;F;60+
2800;F;20-39
2801;F;<20
2802;M;40-59
2803;M;60+
2804;F;40-59
2805;M;40-59
2806;M;60+
2807;M;40-59
2808;F;60+
2809;M;<20
2810;M;40-59
2811;M;60+
2812;F;60+
2813;F;20-39
2814;M;40-59
2815;M;20-39
2816;F;40-59
2817;M;20-39
2818;F;40-59
2819;M;40-59
2820;F;20-39
2821;M;20-39
2822;F;20-39
2823;M;40-59
2824;F;40-59
2825;F;40-59
2826;F;<20
2827;M;40-59
2828;M;40-59
2829;F;<20
2830;F;20-39
2831;M;20-39
2832;M;20-39
2833;M;<20
2834;F;20-39
2835;F;<20
2836;F;<20
2837;F;20-39
2838;M;40-59
2839;M;20-39
2840;M;20-39
2841;F;40-59
2842;M;20-39
2843;M;<20
2844;M;20-39
2845;M;20-39
2846;F;40-59
2847;M;20-39
2848;M;20-39
2849;F;20-39
2850;M;60+
2851;M;20-39
2852;M;20-39
2853;F;20-39
2854;M;40-59
2855;F;40-59
2856;F;40-59
2857;F;20-39
2858;M;20-39
2859;F;40-59
2860;M;20-39
2861;M;60+
2862;F;20-39
2863;M;20-39
2864;M;20-39
2865;M;20-39
2866;M;60+
2867;M;<20
2868;F;40-59
2869;F;40-59
2870;M;60+
2871;F;40-59
2872;M;60+
2873;M;60+
2874;M;20-39
2875;M;60+
2876;M;60+
2877;M;20-39
2878;M;40-59
2879;F;20-39
2880;M;40-59
2881;M;<20
2882;M;40-59
2883;F;20-39
2884;M;40-59
2885;F;<20
2886;M;40-59
2887;M;20-39
2888;F;40-59
2889;M;20-39
2890;M;<20
2891;M;20-39
2892;F;60+
2893;F;20-39
2894;F;40-59
2895;F;<20
2896;M;40-59
2897;F;20-39
2898;M;20-39
2899;F;20-39
2900;M;<20
2901;M;20-39
2902;F;20-39
2903;M;20-39
2904;F;60+
2905;M;20-39
2906;F;60+
2907;F;20-39
2908;M;<20
2909;F;20-39
2910;F;20-39
2911;F;20-39
2912;M;60+
2913;F;40-59
2914;F;40-59
2915;M;20-39
2916;M;20-39
2917;M;40-59
2918;F;<20
2919;M;<20
2920;F;20-39
2921;F;20-39
2922;M;40-59
2923;M;<20
2924;F;<20
2925;M;60+
2926;F;60+
2927;F;20-39
2928;F;20-39
2929;M;40-59
2930;F;<20
2931;F;20-39
2932;M;<20
2933;F;20-39
2934;F;60+
2935;F;40-59
2936;M;60+
2937;M;40-59
2938;M;40-59
2939;M;40-59
2940;M;40-59
2941;F;20-39
2942;M;20-39
2943;F;20-39
2944;M;20-39
2945;M;20-39
2946;M;<20
2947;M;40-59
2948;F;20-39
2949;F;20-39
2950;F;20-39
2951;M;<20
2952;F;60+
2953;M;20-39
2954;F;20-39
2955;F;<20
2956;M;60+
2957;M;40-59
2958;M;20-39
2959;M;20-39
2960;F;40-59
2961;F;60+
2962;F;20-39
2963;M;<20
2964;F;<20
2965;M;<20
2966;F;40-59
2967;M;60+
2968;M;60+
2969;F;40-59
2970;M;<20
2971;M;60+
2972;F;20-39
2973;M;20-39
2974;F;40-59
2975;F;<20
2976;F;40-59
2977;F;60+
2978;F;40-59
2979;F;40-59
2980;F;20-39
2981;F;<20
2982;M;40-59
2983;M;40-59
2984;F;60+
2985;M;<20
2986;M;20-39
2987;M;20-39
2988;F;40-59
2989;M;40-59
2990;F;60+
2991;F;20-39
2992;F;20-39
2993;M;<20
2994;F;20-39
2995;F;20-39
2996;M;40-59
2997;F;20-39
2998;M;20-39
2999;F;40-59
3000;M;40-59
3001;F;20-39
3002;F;20-39
3003;M;40-59
3004;F;40-59
3005;M;40-59
3006;F;20-39
3007;F;20-39
3008;M;60+
3009;M;20-39
3010;F;20-39
3011;M;60+
3012;F;<20
3013;F;40-59
3014;F;60+
3015;M;<20
3016;F;40-59
3017;F;20-39
3018;M;60+
3019;M;60+
3020;M;60+
3021;M;<20
3022;F;40-59
3023;M;60+
3024;F;40-59
3025;M;40-59
3026;M;<20
3027;M;60+
3028;F;<20
3029;F;20-39
3030;M;60+
3031;F;60+
3032;M;60+
3033;M;20-39
3034;M;20-39
3035;F;20-39
3036;F;<20
3037;F;60+
3038;M;20-39
3039;M;20-39
3040;F;<20
3041;M;20-39
3042;F;60+
3043;F;40-59
3044;M;<20
3045;F;<20
3046;F;20-39
3047;M;<20
3048;F;60+
3049;F;40-59
3050;M;<20
3051;F;40-59
3052;M;20-39
3053;F;20-39
3054;F;40-59
3055;F;<20
3056;M;20-39
3057;F;60+
3058;M;60+
3059;M;20-39
3060;M;40-59
3061;F;20-39
3062;M;20-39
3063;M;20-39
3064;F;40-59
3065;M;20-39
3066;M;60+
3067;M;60+
3068;M;20-39
3069;F;40-59
3070;M;<20
3071;M;40-59
3072;F;20-39
3073;F;<20
3074;F;40-59
3075;F;20-39
3076;F;20-39
3077;M;20-39
3078;F;<20
3079;F;<20
3080;M;40-59
3081;M;40-59
3082;M;<20
3083;F;20-39
3084;F;40-59
3085;F;40-59
3086;M;40-59
3087;M;20-39
3088;M;20-39
3089;F;40-59
3090;F;20-39
3091;F;<20
3092;F;<20
3093;F;40-59
3094;F;20-39
3095;M;40-59
3096;M;40-59
3097;M;20-39
3098;M;40-59
3099;M;40-59
3100;M;<20
3101;F;40-59
3102;M;20-39
3103;F;20-39
3104;F;40-59
3105;F;40-59
3106;F;20-39
3107;M;60+
3108;F;40-59
3109;M;40-59
3110;F;<20
3111;M;20-39
3112;M;20-39
3113;F;40-59
3114;F;20-39
3115;M;40-59
3116;F;20-39
3117;M;40-59
3118;F;40-59
3119;M;40-59
3120;M;40-59
3121;M;60+
3122;M;<20
3123;M;40-59
3124;M;60+
3125;M;40-59
3126;M;20-39
3127;F;60+
3128;M;20-39
3129;F;20-39
3130;F;20-39
3131;M;20-39
3132;F;20-39
3133;M;20-39
3134;M;60+
3135;F;20-39
3136;F;20-39
3137;F;60+
3138;M;40-59
3139;F;20-39
3140;M;<20
3141;M;40-59
3142;M;60+
3143;F;20-39
3144;M;20-39
3145;F;40-59
3146;F;40-59
3147;F;40-59
3148;F;60+
3149;F;40-59
3150;M;40-59
3151;M;40-59
3152;F;40-59
3153;M;20-39
3154;M;20-39
3155;M;40-59
3156;M;40-59
3157;M;20-39
3158;M;<20
3159;F;40-59
3160;M;40-59
3161;F;20-39
3162;F;20-39
3163;M;20-39
3164;F;60+
3165;F;60+
3166;F;20-39
3167;M;20-39
3168;M;40-59
3169;M;20-39
3170;F;60+
3171;F;<20
3172;F;<20
3173;F;40-59
3174;F;20-39
3175;F;40-59
3176;M;40-59
3177;F;<20
3178;M;20-39
3179;M;40-59
3180;F;40-59
3181;F;20-39
3182;M;20-39
3183;M;40-59
3184;M;20-39
3185;M;40-59
3186;M;20-39
3187;F;20-39
3188;F;40-59
3189;M;20-39
3190;M;20-39
3191;M;20-39
3192;M;60+
3193;F;40-59
3194;F;20-39
3195;F;40-59
3196;M;20-39
3197;F;20-39
3198;M;20-39
3199;M;20-39
3200;F;20-39
3201;F;60+
3202;F;20-39
3203;F;40-59
3204;F;40-59
3205;F;20-39
3206;M;<20
3207;M;20-39
3208;M;20-39
3209;M;40-59
3210;M;60+
3211;M;60+
3212;F;<20
3213;F;20-39
3214;F;<20
3215;M;60+
3216;F;20-39
3217;M;20-39
3218;M;40-59
3219;M;20-39
3220;M;20-39
3221;M;40-59
3222;F;<20
3223;F;<20
3224;F;<20
3225;M;20-39
3226;F;60+
3227;F;20-39
3228;M;40-59
3229;F;20-39
3230;M;40-59
3231;M;60+
3232;M;20-39
3233;F;60+
3234;M;40-59
3235;M;40-59
3236;M;20-39
3237;F;40-59
3238;M;20-39
3239;M;60+
3240;M;60+
3241;F;20-39
3242;F;60+
3243;F;60+
3244;M;40-59
3245;M;<20
3246;F;<20
3247;M;<20
3248;F;<20
3249;F;60+
3250;M;20-39
3251;F;40-59
3252;F;40-59
3253;M;40-59
3254;M;20-39
3255;M;40-59
3256;F;40-59
3257;M;40-59
3258;M;20-39
3259;F;40-59
3260;M;<20
3261;M;40-59
3262;F;20-39
3263;M;20-39
3264;M;40-59
3265;M;20-39
3266;M;60+
3267;M;60+
3268;F;20-39
3269;F;20-39
3270;M;<20
3271;F;60+
3272;F;40-59
3273;F;<20
3274;F;20-39
3275;F;<20
3276;F;40-59
3277;M;20-39
3278;F;<20
3279;M;40-59
3280;M;20-39
3281;F;20-39
3282;M;40-59
3283;M;60+
3284;M;20-39
3285;M;60+
3286;F;20-39
3287;F;60+
3288;M;20-39
3289;M;40-59
3290;M;<20
3291;M;60+
3292;F;60+
3293;F;20-39
3294;M;20-39
3295;M;40-59
3296;F;20-39
3297;F;40-59
3298;F;40-59
3299;M;20-39
3300;M;<20
3301;F;60+
3302;M;<20
3303;M;40-59
3304;F;<20
3305;F;<20
3306;M;<20
3307;M;20-39
3308;M;40-59
3309;F;20-39
3310;M;40-59
3311;F;40-59
3312;F;<20
3313;F;<20
3314;F;40-59
3315;M;40-59
3316;M;20-39
3317;F;20-39
3318;M;40-59
3319;M;<20
3320;M;40-59
3321;M;<20
3322;M;40-59
3323;F;20-39
3324;F;40-59
3325;F;<20
3326;F;20-39
3327;M;<20
3328;F;40-59
3329;F;<20
3330;M;<20
3331;F;40-59
3332;M;<20
3333;M;20-39
3334;M;40-59
3335;M;40-59
3336;M;60+
